(1553203772.926804, ':', 'AITFC,10929382,19.8293,-99.1396,14750,-1792,1,129,290,VOI785,A21N,N535VL,PVR,MEX')
(1553203772.927094, ':', 'AITFC,170,17.9609,-99.0299,29000,0,1,201,364,WST717,0000,00000000,,')
(1553203772.927765, ':', 'AITFC,853873,20.4777,-98.2311,30000,1472,1,10,483,AMX924,B738,XA-AME,MEX,MTY')
(1553203772.927815, ':', 'AITFC,0,19.5464,-100.1545,41000,64,1,110,483,BLOCKED,,,,')
(1553203772.927853, ':', 'AITFC,854749,19.6398,-99.1863,12600,-128,1,204,267,AIJ2521,A21N,XA-RLM,MID,MEX')
(1553203772.928317, ':', 'AITFC,854650,19.3992,-99.1357,8100,-704,1,60,155,SLI2687,E190,XA-AEF,AUS,MEX')
(1553203772.928363, ':', 'AITFC,11152010,20.2095,-98.0977,31900,2496,1,17,533,,B737,N754SW,MEX,HOU')
(1553203772.928583, ':', 'AITFC,854565,19.5303,-98.5498,15775,1344,1,90,225,TAO657,AT76,XA-UYM,MEX,VER')
(1553203772.928855, ':', 'AITFC,10931284,19.3600,-100.4637,32000,0,1,271,403,VOI734,A21N,N537VL,MEX,GDL')
(1553203772.928973, ':', 'AITFC,0,20.3695,-98.0647,40000,0,1,248,358,H25B,H25B,,,')
(1553203772.9292, ':', 'AITFC,10698074,20.9326,-97.7585,35000,64,1,7,488,DAL368,B737,N308DE,MEX,ATL')
(1553203772.929496, ':', 'AITFC,10833959,19.5544,-99.4793,34000,0,1,287,408,,B734,N441US,,')
(1553203772.929705, ':', 'AITFC,854648,19.4253,-99.0783,0,0,1,208,18,AMX691,B738,XA-ADV,SJO,MEX')
(1553203772.929945, ':', 'AITFC,854797,19.7661,-98.7988,38050,0,1,250,397,VIV2145,A20N,XA-VIF,CUN,GDL')
(1553203772.930199, ':', 'AITFC,854160,19.4965,-99.1605,12300,-640,1,133,251,SLI273,E190,XA-GAR,SJD,MEX')
(1553203772.930404, ':', 'AITFC,853215,19.4338,-98.3653,23999,0,1,330,358,,E190,XA-JAC,GUA,MEX')
(1553203772.930677, ':', 'AITFC,854731,18.6264,-100.3493,20000,0,1,226,245,TAO423,AT76,XA-UZS,MEX,ZIH')
(1553203772.930912, ':', 'AITFC,854656,19.0402,-98.9023,15450,512,1,179,226,TAO405,AT76,XA-UZE,MEX,ACA')
(1553203772.931197, ':', 'AITFC,11223930,19.4236,-99.0798,0,0,1,312,9,AMX222,B738,N825AM,MEX,CUU')
(1553203772.931451, ':', 'AITFC,854872,19.4371,-99.0760,0,0,1,188,19,VIV2704,A20N,XA-VIN,GDL,MEX')
(1553203772.931884, ':', 'AITFC,854604,19.3463,-100.0038,31950,1408,1,271,382,SLI274,E190,XA-AEC,MEX,SJD')
(1553203772.932197, ':', 'AITFC,853803,19.1602,-99.1371,24750,-448,1,13,407,AIJ2704,A320,XA-WAB,ACA,MEX')
(1553203772.933143, ':', 'AITFC,0,19.1972,-98.1720,40000,64,1,205,428,GL5T,GL5T,,,')
(1553203772.933186, ':', 'AITFC,0,19.3384,-99.5695,0,0,1,133,0,GL5T,GL5T,,,')
(1553203772.933228, ':', 'AITFC,854343,20.0968,-99.4960,24700,-768,1,128,405,VIV3711,A320,XA-VAO,TIJ,MEX')
(1553203772.933269, ':', 'AITFC,854282,20.1022,-99.1608,18400,-1984,1,160,342,SLI2421,E170,XA-ALD,MAM,MEX')
(1553203772.93331, ':', 'AITFC,854858,18.4001,-99.0375,34000,0,1,323,430,,,,,')
(1553203772.933583, ':', 'AITFC,853641,19.3333,-99.0983,21150,2752,1,269,313,SLI2636,E190,XA-ACC,MEX,AGU')
(1553203772.933848, ':', 'AITFC,11206570,19.4412,-99.0702,0,0,1,239,27,AAL816,A319,N808AW,LAX,MEX')
(1553203772.934169, ':', 'AITFC,854329,19.4325,-99.0873,0,0,1,180,0,VIV3306,A320,XA-VAN,MEX,MID')
(1553203772.934377, ':', 'AITFC,794641,19.4245,-99.0824,0,0,1,329,21,CMP135,B738,HP-1522CMP,MEX,PTY')
(1553203772.934679, ':', 'AITFC,10912964,19.6118,-98.7537,16275,2112,1,59,336,VOI186,A320,N519VL,MEX,MTY')
(1553203781.650697, ':', 'AITFC,10918260,19.5414,-99.1407,21725,-2880,1,326,332,TPU960,A319,N524TA,LIM,MEX')
(1553203781.651006, ':', 'AITFC,854471,19.4379,-99.0760,0,0,1,222,19,VIV3283,A320,XA-VAZ,MZT,MEX')
(1553203781.65121, ':', 'AITFC,15205156,19.4457,-99.0693,0,0,1,149,2,,A319,CC-AMP,MEX,')
(1553203781.651475, ':', 'AITFC,854518,19.4379,-99.0659,0,0,1,140,22,SLI444,E190,XA-ALQ,CUN,MEX')
(1553203781.651789, ':', 'AITFC,853750,20.6123,-97.6670,38000,0,1,273,382,SLI2655,E190,XA-ACN,PUJ,MEX')
(1553203781.652174, ':', 'AITFC,0,18.9212,-99.4389,14250,-832,1,316,288,LJ75,LJ75,,,')
(1553203781.65251, ':', 'AITFC,854478,19.5596,-99.2274,10900,-832,1,183,203,VIV3263,A320,XA-VAU,TRC,MEX')
(1553203781.652765, ':', 'AITFC,0,19.3351,-99.5692,0,0,1,271,0,LJ75,LJ75,,,')
(1553203781.652981, ':', 'AITFC,854501,19.7251,-99.3719,15950,-1856,1,182,280,AMX015,B789,XA-ADC,GRU,MEX')
(1553203781.653213, ':', 'AITFC,0,18.6779,-98.7655,26758,1088,1,132,411,BE40,BE40,,,')
(1553203781.653415, ':', 'AITFC,11222467,19.4286,-99.0833,7525,-832,1,59,152,UAL1090,A319,N823UA,IAH,MEX')
(1553203781.653619, ':', 'AITFC,854371,19.4322,-99.0868,0,0,1,257,0,VIV3147,A320,XA-VAP,CUN,MEX')
(1553203781.653842, ':', 'AITFC,854860,20.2907,-99.7553,28225,-1856,1,128,469,AIJ2800,A21N,XA-PGA,SJD,MEX')
(1553203781.654107, ':', 'AITFC,10929382,19.8208,-99.1303,14525,-1216,1,136,287,VOI785,A21N,N535VL,PVR,MEX')
(1553203781.654286, ':', 'AITFC,170,17.9460,-99.0356,28999,0,1,201,378,WST717,0000,00000000,,')
(1553203781.654505, ':', 'AITFC,853873,20.4850,-98.2297,30075,1472,1,10,483,AMX924,B738,XA-AME,MEX,MTY')
(1553203781.654689, ':', 'AITFC,0,19.5394,-100.1348,41000,0,1,110,484,BLOCKED,,,,')
(1553203781.654897, ':', 'AITFC,854749,19.6295,-99.1913,12425,-1536,1,204,263,AIJ2521,A21N,XA-RLM,MID,MEX')
(1553203781.655125, ':', 'AITFC,854650,19.4014,-99.1316,8025,-448,1,60,153,SLI2687,E190,XA-AEF,AUS,MEX')
(1553203781.655336, ':', 'AITFC,11152010,20.2095,-98.0977,31900,2496,1,17,533,,B737,N754SW,MEX,HOU')
(1553203781.655546, ':', 'AITFC,854565,19.5303,-98.5429,15925,1216,1,90,224,TAO657,AT76,XA-UYM,MEX,VER')
(1553203781.655771, ':', 'AITFC,10931284,19.3604,-100.4818,32000,0,1,271,403,VOI734,A21N,N537VL,MEX,GDL')
(1553203781.65599, ':', 'AITFC,0,20.3640,-98.0788,40000,0,1,248,358,H25B,H25B,,,')
(1553203781.656154, ':', 'AITFC,10833959,19.5589,-99.4946,33999,0,1,287,408,,B734,N441US,,')
(1553203781.656396, ':', 'AITFC,854648,19.4253,-99.0783,0,0,1,208,18,AMX691,B738,XA-ADV,SJO,MEX')
(1553203781.656603, ':', 'AITFC,854797,19.7604,-98.8152,38050,0,1,250,397,VIV2145,A20N,XA-VIF,CUN,GDL')
(1553203781.656837, ':', 'AITFC,854160,19.4965,-99.1605,12300,-640,1,133,251,SLI273,E190,XA-GAR,SJD,MEX')
(1553203781.657062, ':', 'AITFC,853215,19.4466,-98.3857,24000,0,1,330,358,,E190,XA-JAC,GUA,MEX')
(1553203781.657266, ':', 'AITFC,854731,18.6192,-100.3574,20000,64,1,226,244,TAO423,AT76,XA-UZS,MEX,ZIH')
(1553203781.657461, ':', 'AITFC,854656,19.0300,-98.9022,15525,512,1,179,227,TAO405,AT76,XA-UZE,MEX,ACA')
(1553203781.657663, ':', 'AITFC,11223930,19.4236,-99.0798,0,0,1,312,9,AMX222,B738,N825AM,MEX,CUU')
(1553203781.657882, ':', 'AITFC,854872,19.4370,-99.0762,0,0,1,222,22,VIV2704,A20N,XA-VIN,GDL,MEX')
(1553203781.65808, ':', 'AITFC,854604,19.3467,-100.0194,32150,1408,1,271,381,SLI274,E190,XA-AEC,MEX,SJD')
(1553203781.658311, ':', 'AITFC,853803,19.1781,-99.1327,24700,-512,1,13,402,AIJ2704,A320,XA-WAB,ACA,MEX')
(1553203781.658508, ':', 'AITFC,0,19.1814,-98.1800,40000,-64,1,205,428,GL5T,GL5T,,,')
(1553203781.658716, ':', 'AITFC,0,19.3384,-99.5695,0,0,1,133,0,GL5T,GL5T,,,')
(1553203781.658924, ':', 'AITFC,854343,20.0866,-99.4824,24550,-1472,1,128,400,VIV3711,A320,XA-VAO,TIJ,MEX')
(1553203781.659171, ':', 'AITFC,854282,20.0936,-99.1577,18200,-2048,1,160,342,SLI2421,E170,XA-ALD,MAM,MEX')
(1553203781.659378, ':', 'AITFC,854858,18.4135,-99.0483,34000,0,1,323,430,,,,,')
(1553203781.659522, ':', 'AITFC,853641,19.3332,-99.1029,21275,2880,1,269,313,SLI2636,E190,XA-ACC,MEX,AGU')
(1553203781.659746, ':', 'AITFC,11206570,19.4412,-99.0702,0,0,1,239,27,AAL816,A319,N808AW,LAX,MEX')
(1553203781.659942, ':', 'AITFC,854329,19.4325,-99.0873,0,0,1,180,0,VIV3306,A320,XA-VAN,MEX,MID')
