MODEL|TYPECODE
T-45C GOSHAWK|HAWK
T-50|T50
T51|AS50
T-6|T6
T-6 HARVARD 4 HARVARD|T6
T-6 TEXAN|T6
T67C|RF6
T67M|RF6
T67M200|RF6
T-6A|TEX2
T-6A EFRONI|TEX2
T-6A TEXAN II|TEX2
T-6B TEXAN II|TEX2
T-6C TEXAN II|TEX2
T-6C+ TEXAN II|TEX2
T-6D|T6
T-6D SNJ5|T6
T-6D TEXAN|T6
T6-G|T6
T-6G|T6
T-6G TEXAN|T6
T-6J TEXAN|T6
TA-4J|A4
TA-4J SKYHAWK|A4
TAH-1P|HUCO
TAH-1P COBRA|HUCO
TAIFUN 11S|TFUN
TAIFUN 17 E|TFUN
TAIFUN 17E|TFUN
TAIFUN 17E TAIFUN|TFUN
TAIFUN 17E-II|TFUN
TAIFUN 17E-II/2400|TFUN
TALON A600|A600
TALON A600 (LAVALLEE)|A600
TALON A600LR|A600
TANARG|ULAC
TANARG 912|ULAC
TANARG 912ES|ULAC
TANARG 912ES IXESS 13|ULAC
TANARG 912ES IXESS 15|ULAC
TANARG/BIONIX 13 912S(1)|ULAC
TANARG/BIONIX 15 912S(1)|ULAC
TANARG/BIONIX 15 912S(2)|ULAC
TANARG/IXESS 13 912S(3) IXESS|ULAC
TANARG/IXESS 15 912S(1) IXESS|ULAC
TANARG/IXESS 15 912S(2) IXESS|ULAC
TANDEM AIRBIKE AIRBIKE|ULAC
TANDEM DOMINATOR|GYRO
TANDEM DOMINATOR SUB 4|GYRO
TANDEM ELITE|CMDE
TANGO 1|GYRO
TANGO 2|GYRO
TARRAGON|ULAC
TAURUS|PITA
TAURUS 503|PITA
TAYLOR COOT A COOT|COOT
TAYLOR TITCH|JT2
TAYLORCRAFT BC-12 D|TAYB
TAYLORCRAFT BC12-65|TAYB
TAYLORCRAFT BC12D TWOSOME|TAYB
TAYLORCRAFT BC-65|TAYB
TAYLORCRAFT BL-65|TAYB
TAYLORCRAFT DCO-65|TAYD
TAYLORCRAFT DF-65 TANDEM TRAINER|TAYD
TAYLORCRAFT F19 SPORTSMAN|TF19
TAYLORCRAFT F22A|TF22
TB 10|TOBA
TB 10 (SOCATA GROUPE)|B190
TB 20|TB20
TB 21|TB21
TB 30 EPSILON|TB30
TB 9|TAMP
TB10 TOBAGO|TOBA
TB-10 TOBAGO|TOBA
TB10 TOBAGO GT|TOBA
TB20|E50P
TB20 TRINIDAD|TB20
TB-20 TRINIDAD|TB20
TB20 TRINIDAD GT|TB20
TB200|TB20
TB200 TOBAGO XL|TB20
TB200 TOBAGO XL GT|TB20
TB21|TB21
TB21 TRINIDAD TC|TB21
TB-25J|B25
TB-25J MITCHELL|B25
TB-25L MITCHELL|B25
TB-25N|B25
TB-25N MITCHELL|B25
TB9 TAMPICO|TAMP
TB9 TAMPICO CLUB|TAMP
T-BIRD II|R22
TBM 700|P46T
TBM 700 (SERIES A) (SOCATA)|DHC2
TBM 700 (SERIES B) (SOCATA)|TBM7
TBM 700 (SERIES C2) (SOCATA)|TBM7
TBM 700 (SERIES N) (SOCATA)|TBM9
TBM 700 A|TBM7
TBM 700 B|TBM7
TBM 700 C|TBM7
TBM 700 C1|TBM7
TBM 700 C2|TBM7
TBM 700A|TBM7
TBM 850|TBM8
TBM 900|TBM9
TBM 910|TBM9
TBM 930|TBM9
TBM-1 AVENGER|TBM
TBM-3|TBM
TBM-3 AVENGER|TBM
TBM-3E|TBM
TBM-3E (GRUMMAN)|TBM
TBM-3E AVENGER|TBM
TBM-3R AVENGER|TBM
TBM-3U AVENGER|TBM
TBM700|C208
TBM700 B|TBM7
TBM700 C2|TBM7
TBM-700 C2|TBM7
TBM700 N|TBM9
TBM700N|TBM8
TC-12B|BE20
TC-135S|C135
TC-135W|R135
TC-45G|BE18
TC-45J|BE18
TE-8A JOINT STARS|B703
TEAL TSC-1A1|TEAL
TEAM HIMAX 1700R HIMAX|ULAC
TEAM MINI-MAX 1600R|ULAC
TEAM MINIMAX 91 MINIMAX|ULAC
TEAM MINIMAX 91A MINIMAX|ULAC
TEAM MINIMAX MINIMAX|ULAC
TECNAM P.2002 SIERRA|SIRA
TECNAM P.2002 SIERRA JF|SIRA
TECNAM P.2002 SIERRA JR|SIRA
TECNAM P.2006T|P06T
TECNAM P.2008 JC|P208
TECNAM P.2010|TWEN
TECNAM P.92 ECHO JS|ECHO
TECNAM P.92 ECHO S|ECHO
TECNAM P.92 ECHO SUPER DE LUXE|ECHO
TECNAM P.96 GOLF 100|GOLF
TECNAM P2002-EA SIERRA SIERRA|SIRA
TECNAM P2002-JF|SIRA
TECNAM P2002-JF SIERRA|SIRA
TECNAM P2002-RG SIERRA SIERRA|SIRA
TECNAM P2006T|P06T
TECNAM P2008-JC|P208
TECNAM P2010|TWEN
TECNAM P-2010 +|TWEN
TECNAM P92-EA ECHO ECHO|ECHO
TECNAM P92-EA ECHO-SUPER ECHO|ECHO
TECNAM P92-EM ECHO|ECHO
TECNAM P92-EM ECHO (MODIFIED) ECHO|ECHO
TECNAM P92-EM ECHO ECHO|ECHO
TED SMITH AEROSTAR 601P|AEST
TEPEE|PARA
TERCEL-GYROPLANE|GYRO
TERRATORN-II|ULAC
TETRAS|TTRS
TEXAN|T6
TEXAN CLUB|TEXA
TEXAN TOP CLASS|TEXA
TEXAN TOP CLASS RG|TEXA
TEXTRON AVIATION 208 EX|C208
TEXTRON AVIATION CITATION CJ4|C25C
TEXTRON AVIATION CITATION LATITUDE|C68A
TEXTRON AVIATION CITATION M2|C25M
TEXTRON AVIATION CITATION X+|C750
TEXTRON AVIATION CITATION XLS+|C56X
TEXTRON AVIATION KING AIR 200GT|BE20
TEXTRON AVIATION KING AIR B350|B350
TF-51D|P51
TF-51D MUSTANG|P51
TF-80C 1-L0|T33
TH-13T|B47G
TH-13T SIOUX|B47G
TH-1F|UH1
TH-1F IROQUOIS|UH1
TH-1L IROQUOIS|UH1
TH-28|EN28
TH-55|H269
TH-55A|H269
TH-55A OSAGE|H269
TH55A/269A|H269
TH-67A CREEK|B06
TH-72A|EC45
THANKA|PARA
THATCHER CX4|ULAC
THORP T-18|T18
THORP T-18C|T18
THORP T-18CW|T18
THORP T-211|T211
THRUSH COMMANDER S2R-600|SS2P
THRUSH S2R-600|SS2P
THRUSTER T300|ULAC
THRUSTER T300 (MODIFIED SS)|ULAC
THRUSTER T300 (MODIFIED)|ULAC
THRUSTER T600N|ULAC
THRUSTER T600N (MODIFIED)|ULAC
THRUSTER T600N 450|ULAC
THRUSTER T600N 450 JAB|ULAC
THRUSTER T600T|ULAC
THRUSTER T600T 450|ULAC
THRUSTER T600T 450 JAB|ULAC
THRUSTER TST|ULAC
THRUSTER TST MK.1|ULAC
THRUSTER TST MK1|ULAC
THRUSTER TST MK1 (MODIFIED)|ULAC
THUNDER AX10-180 S2|BALL
THUNDER AX11-250 S2|BALL
THUNDER AX3 MAXI SKY CHARIOT|BALL
THUNDER AX3 SKY CHARIOT|BALL
THUNDER AX4-31Z|BALL
THUNDER AX5-42 S1|BALL
THUNDER AX6-56 BOLT|BALL
THUNDER AX6-56Z|BALL
THUNDER AX7-65|BALL
THUNDER AX7-65 BOLT|BALL
THUNDER AX7-65B|BALL
THUNDER AX7-65Z|BALL
THUNDER AX7-77|BALL
THUNDER AX7-77 BOLT|BALL
THUNDER AX7-77A|BALL
THUNDER AX7-77Z|BALL
THUNDER AX8-105|BALL
THUNDER AX8-105 S2|BALL
THUNDER AX8-84|BALL
THUNDER AX8-90|BALL
THUNDER AX8-90 S1|BALL
THUNDER AX8-90 S2|BALL
THUNDER AX9-120|BALL
THUNDER AX9-120 S2|BALL
THUNDER AX9-140|BALL
TIGER CUB 440|ULAC
TIGER CUB 440 TIGER CUB|ULAC
TIGER EC665 HAP|TIGR
TIGER EC665 UHT|TIGR
TIGER MOTH DH 82A|DH82
TIGER MOTH DH.82A|DH82
TIGERCAT F7F-3|TCAT
TIPSY NIPPER MK II|NIPR
TIPSY NIPPER T.66 D-158  SRS.2|NIPR
TIPSY NIPPER T.66 SERIES 1 NIPPER|NIPR
TIPSY NIPPER T.66 SERIES 2 NIPPER|NIPR
TIPSY NIPPER T.66 SERIES 3 NIPPER|NIPR
TIPSY NIPPER T.66 SRS.2|NIPR
TIPSY NIPPER T.66 SRS.3|NIPR
TITAN T-51 MUSTANG|T51
TITAN T-51B MUSTANG|T51
TITAN T51D MUSTANG|GLF4
TITANIUM EXPLORER|GYRO
TL 2000UK STING CARBON S4 STING|TL20
TL 2000UK STING CARBON STING|TL20
TL 3000 SIRIUS|TL30
TL ULTRALIGHT TL-3000 SIRIUS|TL30
TL-132 CONDOR|ULAC
TL-2000 STING|TL20
TL-2000 STING CARBON|TL20
TL-2000 STING CARBON RG|TL20
TL-2000 STING S4|TL20
TL-2000 STING SPORT|TL20
TL-232 CONDOR|ULAC
TL-3000 SIRIUS|TL30
TL-96 STAR|ULAC
TL-96 STING|ULAC
TL-96 STING S4|ULAC
TMK-4|JPRO
TMK-5A|JPRO
TO-1B BIRD DOG|O1
TOM CAT MARK 5A|ELTO
TOMCAT MK5A|ELTO
TOMCAT MK6C|ELTO
TOPAZE 11|GLID
TORNADO|TOR
TORNADO ???|TOR
TORNADO ECR|TOR
TORNADO ECR-MLU|TOR
TORNADO GR.4|TOR
TORNADO IDS|TOR
TORNADO IDS(R)|TOR
TORNADO IDS(T)|TOR
TORNADO IIDS|TOR
TOTEM|ULAC
TP206C TURBO SUPER SKYLANE|C206
TP206D TURBO SUPER SKYLANE|C206
TP206E TURBO SUPER SKYLANE|C206
TR 182|C82R
TR182|C82T
TR-70 HOT AIR BALLOON|BALL
TR-77|BALL
TR-77 HOT AIR BALLOON|BALL
TR-84 S2 HOT AIR BALLOON|BALL
TR-90 HOT AIR BALLOON|BALL
TRADEWIND|BE18
TRAINER|CMDE
TRAINER 1|TIPB
TRANSALL C160|C160
TRANSALL C160D|C160
TRANSALL C-160D|C160
TRANSALL C-160NG|C160
TRANSALL C-160R|C160
TRANSALL LTG-63|C160
TRAVEL AIR 4000|TVL4
TRAVEL AIR 95|BE95
TRAVEL AIR D95A|BE95
TRAVELER 7EC|CH7A
TRENER BABY|ULAC
TRI-MOTOR 4-AT-B|TRIM
TRI-MOTOR 5-AT-C|TRIM
TRIPLANE REPLICA|STRI
TRISLANDER BN-2A MK.III-3|TRIS
TRI-TRAVELER 7FC|CH7A
TS-11 ISKRA|TS11
TS-11 ISKRA BISA|TS11
TS-11 ISKRA BISB|TS11
TS-11 ISKRA BISD|TS11
TST- SHARK|GLID
TST-14 BONUS|TS14
TST-14 BONUS M|TS14
TU 206 F|C206
TU-134|T134
TU-134 A|T134
TU-134 A-3|T134
