#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'F','160085','Drone/UAV','UAV','UAV','Y','Y'
'F','1600A4','','','','Y','N'
'F','160143','MD 500','HB-XYP','XYP','Y','Y'
'O','160707','Drone/UAV','','','Y','Y'
'F','160711','WT9 Dynamic','D-MSDF','','Y','Y'
'O','172916','VSO-10','GGP10','G10','Y','Y'
'O','173153','A380','PK30','','Y','Y'
'O','17755C','Drone/UAV','EDAD','','Y','Y'
'O','17791C','L 13 SEH Vivat','OK-7104','','Y','Y'
'O','1786EC','','','','N','N'
'O','178A10','Skylane Airlony','OKVUO01','','Y','Y'
'O','17BEEF','Ground Station','','','Y','Y'
'O','181319','Twin Astir II','I-IVVB','','Y','Y'
'O','183263','Ultralight','Straton','MD','Y','Y'
'O','183F0A','SZD-48-1 Jantar Std 2','HA-4484','MA','Y','Y'
'O','18417F','VT-116 Orlik II','OK-8401','3','Y','Y'
'O','184944','Marianne','OK-2201','YL','Y','Y'
'O','185373','FM250 Vampire','OKPUL70','VAM','Y','Y'
'O','189B11','Cessna 172','HA-SJF','HJF','Y','Y'
'O','18A823','VT-116 Orlik II','OK-4310','10','Y','Y'
'O','18B436','SF-25','HA-1212','H12','Y','Y'
'O','191513','UFO','NAVIAIR','3','Y','Y'
'O','191612','Z-226 trener','OM-YRA','526','Y','Y'
'O','192837','VSO-10','GGP11','G11','Y','Y'
'O','193D0D','Cirrus Std','4293','JPS','Y','Y'
'O','19510C','PA-28','HA-BEZ','HEZ','Y','Y'
'O','196101','Paraglider','M961','PJ1','Y','Y'
'O','196D0A','VSO-10','OK-7531','60','Y','Y'
'F','1971A3','ASK-21','VH-WKI','WKI','Y','Y'
'O','197201','Drone/UAV','RC-HB0','RC0','Y','Y'
'O','197202','Drone/UAV','RC-HB2','RC2','Y','Y'
'O','197207','Drone/UAV','RC-HB1','RC1','Y','Y'
'O','19803D','Ultralight','OKQUA08','BLO','Y','Y'
'O','199B06','Ground Station','viewAir','.eu','Y','Y'
'O','19AD17','SF-25','HA-1230','','Y','Y'
'O','19AD65','HangGlider','1180','078','Y','Y'
'O','19BD4D','MS-893 Commodore','HA-JDE','TOW','Y','Y'
'O','19CE03','SF-25','HA-1256','H56','Y','Y'
'F','1A1A1A','SF-25','D-KHOM','OM','Y','Y'
'O','1A1C3D','WT9 Dynamic','RUA28','RUA','Y','Y'
'O','1A3451','Astir CS','OK-5433','MZ','Y','Y'
'O','1A391D','Libelle Std','C-FBON','BON','Y','Y'
'O','1A3A01','UFO','CC-TR28','T28','Y','Y'
'O','1A3A71','VSO-10','OK 6520','27','Y','Y'
'O','1A4E50','PIK-20 D','C-GINY','GY','Y','Y'
'O','1A540B','VSO-10','OK-4502','26','Y','Y'
'O','1A543B','Cessna 152','HA-IGS','','Y','Y'
'O','1A580A','ASW-15','OK-3300','LE','Y','Y'
'O','1A5A06','Cessna 150','CC-KWR','WR','Y','Y'
'O','1A5E08','Cessna 172','OM-ILF','OLF','Y','Y'
'O','1A6B16','LS-3','D-6943','CE','Y','Y'
'O','1A6D40','LAK-12','LY-GBA','ER','Y','Y'
'O','1A9566','Motorplane','AIRWIN','','Y','Y'
'O','1AAB5A','HangGlider','65-31','','Y','Y'
'O','1AB111','Ultralight','OKSUF57','','Y','Y'
'O','1ABC51','Cirrus Std','OK-0696','KAC','Y','Y'
'O','1AC83F','Blanik','OK-1300','T13','Y','Y'
'O','1ADD3D','PA-28','HA-WRA','WRA','Y','Y'
'O','1B242D','Ka-6 cr','OH-325','325','Y','Y'
'O','1B4E24','SF-25','HA-1286','H86','Y','Y'
'O','1B4F4F','VSO-10','OK-4522','J7','Y','Y'
'O','1B545D','HangGlider','08-54','PKW','Y','Y'
'O','1B5870','VSO-10','OK-4520','J6','Y','Y'
'O','1BA639','Samba XXL','OKTUT33','T33','Y','Y'
'O','1BABA8','SZD-30 Pirat','HA-4394','6T','Y','Y'
'O','1BAC9C','Blanik','HA-5176','176','Y','Y'
'O','1BAD31','Ground Station','viewAir','.eu','Y','Y'
'O','1BBA4E','VSO-10','OK-1526','V3','Y','Y'
'F','1BE3B0','Astir Club','HA4040','','Y','Y'
'O','1C2902','UFO','CC-TR21','T21','Y','Y'
'O','1C2F07','Ka-7','PH-822','Z8','Y','Y'
'O','1C3C12','Paraglider','viewAir','.eu','Y','Y'
'O','1C3D54','VT-116 Orlik II','OK 3422','10','Y','Y'
'O','1C4170','VSO-10','OM-1501','F3','Y','Y'
'O','1C4230','UFO','CC-TR27','R27','Y','Y'
'O','1C590E','UFO','CC-TR6','TR6','Y','Y'
'O','1C5F5A','Glasflugel 304','OK-2000','LB','Y','Y'
'O','1C9B19','Unknown','viewAir','144','Y','Y'
'O','1CA143','Astir CS','OK-6606','eYF','Y','Y'
'F','1CA8D2','Twin Astir II','OO-ZVF','OO-','Y','Y'
'O','1CB87E','Z-226 trener','OM-LLV','LLV','Y','Y'
'O','1CD228','Ground Station','Crew 04','C04','Y','Y'
'O','1CDD52','Cessna 150','HA-BFM','1','Y','Y'
'O','1CED12','Paraglider','viewAir','115','Y','Y'
'F','1D2FF3','Mosquito','VH-FQC','','Y','Y'
'O','1D3471','L 13 SEH Vivat','OK-7104','','Y','Y'
'O','1D3F39','Tecnam  P2002 JF','HA-TEF','TEF','Y','Y'
'O','1D4F29','Cessna 150','HA-SVK','HVK','Y','Y'
'F','1D513F','Astir CS','Vapenka','LS','Y','Y'
'O','1D5860','Unknown','SX2','SX2','Y','Y'
'O','1D5E28','EuroFox','7-204','FOX','Y','Y'
'F','1D7169','CallAir A-9','VH-MPL','MPL','Y','Y'
'O','1D9829','SZD-48-1 Jantar Std 2','RD','','Y','Y'
'O','1D9833','VSO-10','OK-7526','56','Y','Y'
'O','1DB421','Different Aircraft','FFVP04','F04','Y','Y'
'O','1DCB59','Polikarpov Po-2','HA-PAO','HAO','Y','Y'
'O','1DEF29','Drone/UAV','METEO6','','Y','Y'
'O','1E2437','Astir CS-77','HA-3472','M1','Y','Y'
'O','1E2B63','UFO','viewAir','.eu','Y','Y'
'O','1E411D','SZD-51 Junior','SP-3505','','Y','Y'
'O','1E4C54','Unknown','ZDENDA','XX','Y','Y'
'O','1E5A15','Ventus 2cxM','OK-0550','E8','Y','Y'
'O','1E6B28','HangGlider','01-234','','Y','Y'
'O','1EBA23','Ground Station','viewAir','.eu','Y','Y'
'F','1F1115','Paraglider','','','Y','Y'
'F','1F1943','Paraglider','JOSTNAP','RET','Y','Y'
'O','1F3214','Cessna 172','HA-CTZ','CTZ','Y','Y'
'O','1F3560','ASW-20','D-1637','WU','Y','Y'
'O','1F3D2A','Tecnam  P2002 JF','HA-VOH','VOH','Y','Y'
'O','1F4B09','HangGlider','08-64','864','Y','Y'
'O','1F5D14','SZD-36 Cobra 15','HA-4544','H44','Y','Y'
'O','1FA747','Cessna 152','HA-SLO','','Y','Y'
'O','1FB24B','Ka-7','HA-5054','','Y','Y'
'O','1FDD01','SZD-41 Jantar Std','HA-4361','JI','Y','Y'
'O','1FDF17','LET L-33 Solo','OK-4407','L33','Y','Y'
'F','1FFFFF','Duo Discus xt','D-KWKS','','Y','Y'
'F','200000','Ventus 2cxT','CC-AGN','GN','Y','Y'
'F','200001','Paraglider','29379','','Y','Y'
'F','200006','Paraglider','Robi','435','Y','Y'
'F','20001B','Paraglider','MKing','MJK','Y','Y'
'F','20006D','Paraglider','RAFPG98','','Y','Y'
'F','2000FA','Paraglider','ALEXKEN','AJK','Y','Y'
'F','20012D','Paraglider','23403','StW','Y','Y'
'F','20012F','Paraglider','28996MT','','Y','Y'
'F','200134','Paraglider','48325','','Y','Y'
'F','200135','Paraglider','','','Y','Y'
'F','200136','Paraglider','meierm','','Y','Y'
'F','200148','Paraglider','50260','WEE','Y','Y'
'F','200149','Paraglider','Helvie','','Y','Y'
'F','20014B','Paraglider','49696','','Y','Y'
'F','20014C','Paraglider','35501','','Y','Y'
'F','200153','Paraglider','SondreN','','Y','Y'
'F','200156','Paraglider','RICD9','','Y','Y'
'F','200164','','','','N','N'
'F','200167','Paraglider','9055','','Y','Y'
'F','200168','Paraglider','49775','HEM','Y','Y'
'F','200169','Paraglider','redyell','','Y','Y'
'F','20016C','Paraglider','2205499','','Y','Y'
'F','20016D','Paraglider','ML','','Y','Y'
'F','200172','Paraglider','Lynx ML','','Y','Y'
'F','200177','Paraglider','OE-66P1','214','Y','Y'
'F','20017E','Paraglider','FX7777','','Y','Y'
'F','200183','Paraglider','','','Y','Y'
'F','200184','Paraglider','James A','','Y','Y'
'F','200186','Paraglider','68598','','Y','Y'
'F','200195','Paraglider','Janne J','JAJ','Y','Y'
'F','20019D','Paraglider','MAti','Ati','Y','Y'
'F','20019F','Paraglider','Sputnik','','Y','Y'
'F','2001A1','Paraglider','','','Y','Y'
'F','2001A4','Paraglider','Frank','FW','Y','Y'
'F','2001A5','Paraglider','D-NELV','SB','Y','Y'
'F','2001B1','Paraglider','XCTR','SB2','Y','Y'
'F','2001B4','Paraglider','Thomas','','Y','Y'
'F','2001B5','Paraglider','RAFPG99','','Y','Y'
'F','2001B6','Paraglider','','CDW','Y','Y'
'F','2001C0','Paraglider','Andymac','AMC','Y','Y'
'F','2001C1','Paraglider','','','Y','Y'
'O','2001C5','Paraglider','SR1C5','333','Y','Y'
'F','2001C8','Paraglider','','','Y','Y'
'F','2001CB','Paraglider','TimCarr','TJC','Y','Y'
'F','2001D8','Paraglider','AJW','','Y','Y'
'F','2001D9','Paraglider','RICH-C','RJC','Y','Y'
'F','2001DE','Paraglider','TobiHue','','Y','Y'
'F','2001E1','Paraglider','D-MRPK','','Y','Y'
'F','2001E2','Paraglider','','','Y','Y'
'F','2001E3','Paraglider','43597','CMT','Y','Y'
'F','2001E9','Paraglider','DEDE','DD','Y','Y'
'F','2001ED','Paraglider','','','Y','Y'
'F','2001EE','Paraglider','','','Y','Y'
'F','2001F8','Paraglider','','','Y','Y'
'F','2001FA','Paraglider','-','-','Y','Y'
'F','2001FC','Paraglider','TMF','','Y','Y'
'F','2001FD','Paraglider','AndyM88','AM','Y','Y'
'F','200207','Paraglider','BMA','','Y','Y'
'F','200209','Paraglider','','','Y','Y'
'F','20020A','Paraglider','Hendrik','','Y','Y'
'F','20021C','Paraglider','26557','','Y','Y'
'F','200222','Paraglider','RichieT','','Y','Y'
'F','200223','','','','Y','N'
'F','20022C','Paraglider','SteveW','SW','Y','Y'
'F','200233','Paraglider','Girafi','','Y','Y'
'F','200238','Paraglider','RED-FB','833','Y','Y'
'F','20023C','Paraglider','','','Y','Y'
'F','200245','Paraglider','Siggi B','SB1','Y','Y'
'F','20024B','Paraglider','','','Y','Y'
'F','20024D','','','','Y','N'
'F','20024F','Paraglider','Palistv','450','Y','Y'
'F','200250','Paraglider','IndyFLM','PG','Y','Y'
'F','20025F','Paraglider','27342','','Y','Y'
'F','200260','Paraglider','RonnyS','309','Y','Y'
'F','200268','Paraglider','MAQ','','Y','Y'
'F','20026F','Paraglider','','','Y','Y'
'F','200274','Paraglider','','','Y','Y'
'F','200276','Paraglider','NiklasP','','Y','Y'
'F','20027A','Paraglider','CH50627','SG','Y','Y'
'F','20028B','Paraglider','S53XX','','Y','Y'
'F','200292','Paraglider','BAJ','','Y','Y'
'F','200293','Paraglider','LAWZ-N','LN','Y','Y'
'F','20029A','Paraglider','49390','','Y','Y'
'F','20029F','Paraglider','','','Y','Y'
'F','2002A2','Paraglider','57709','','Y','Y'
'F','2002A3','Paraglider','BH16225','FP','Y','Y'
'F','2002B2','Paraglider','39580','','Y','Y'
'F','2002B4','Paraglider','Skizzo','P21','Y','Y'
'F','2002C0','Paraglider','','','Y','Y'
'F','2002C1','Paraglider','20020','','Y','Y'
'F','2002C6','Paraglider','','','Y','Y'
'F','2002C7','Paraglider','24189','RJS','Y','Y'
'F','2002C9','Paraglider','','','Y','Y'
'F','2002CB','Paraglider','','MST','Y','Y'
'F','2002CC','Paraglider','Seb_ks','Seb','Y','Y'
'F','2002CF','Paraglider','d_it','JD','Y','Y'
'F','2002D1','Paraglider','RJ-Mac','RJM','Y','Y'
'F','2002D3','Paraglider','','VV','Y','Y'
'F','2002D5','Paraglider','34000','','Y','Y'
'F','2002D8','','','','N','Y'
'F','2002DD','Paraglider','Chris81','CM','Y','Y'
'F','2002DF','','','','N','N'
'F','2002E0','Paraglider','','','Y','Y'
'F','2002E7','Paraglider','','SC','Y','Y'
'F','2002EA','Paraglider','Florian','FLO','Y','Y'
'F','2002FE','Paraglider','58852','IDH','Y','Y'
'F','200303','Paraglider','','','Y','Y'
'F','200308','','','','Y','N'
'F','200309','Paraglider','PfeiffA','AP','Y','Y'
'F','20030C','Paraglider','','','Y','Y'
'F','200312','Paraglider','33513','','Y','Y'
'F','200315','Paraglider','M7le','','Y','Y'
'F','200316','Paraglider','Mark-GW','MGW','Y','Y'
'F','20031E','Paraglider','','','Y','Y'
'F','200320','Paraglider','D-NJVK','JVK','Y','Y'
'F','200322','Paraglider','Nathan','NCE','Y','Y'
'F','200323','Paraglider','','PAT','Y','Y'
'F','200330','Paraglider','','','Y','Y'
'F','200331','Paraglider','Alfred','','Y','Y'
'F','200347','Paraglider','12091','','Y','Y'
'F','20034C','Paraglider','D-MMLF','','Y','Y'
'F','200371','Other','','','Y','Y'
'F','20037D','Paraglider','ChrisB','CB','Y','Y'
'F','20038C','Paraglider','derDirk','dp','Y','Y'
'F','20038D','Paraglider','Xley','GWC','Y','Y'
'F','200394','','','','Y','N'
'F','200397','Paraglider','seb','101','Y','Y'
'F','2003A8','Paraglider','51714','','Y','Y'
'F','2003CC','Paraglider','alexvan','xxx','Y','Y'
'F','2003CD','Paraglider','RAFPG97','','Y','Y'
'F','2003D1','Paraglider','JonnyWi','JW','Y','Y'
'F','2003D9','Paraglider','Alpin','','Y','Y'
'F','2003DA','Paraglider','','','Y','Y'
'F','2003E1','Paraglider','ozone','','Y','Y'
'F','2003FF','Paraglider','','','Y','Y'
'F','200406','Paraglider','4734447','','Y','Y'
'F','200407','','','','Y','N'
'F','20040A','Paraglider','','','Y','Y'
'F','20040F','Paraglider','AnMo72','','Y','Y'
'F','200411','Paraglider','MS-427','','Y','Y'
'F','200415','Paraglider','','GA1','Y','Y'
'F','200418','Paraglider','','','Y','Y'
'F','20041B','Paraglider','Sigma10','','Y','Y'
'F','200422','Paraglider','2AVOQ01','','Y','Y'
'F','200428','Paraglider','Julia','','Y','Y'
'F','20043D','Paraglider','Tim','Tim','Y','Y'
'F','200449','Paraglider','MZ','','Y','Y'
'F','200455','Paraglider','Pat','','Y','Y'
'F','20045B','','','','N','N'
'F','200492','Paraglider','','ALF','Y','Y'
'F','200493','Paraglider','','tbo','Y','Y'
'F','20049B','Paraglider','Andi','','Y','Y'
'O','2004AF','Paraglider','KA-TYA','EKU','Y','Y'
'F','2004C0','Paraglider','','','Y','Y'
'F','2004E9','Paraglider','','','Y','Y'
'F','2004F3','Paraglider','','','Y','Y'
'F','200508','Paraglider','Dani','DMA','Y','Y'
'F','200515','Paraglider','Pascal','S.','Y','Y'
'F','20051C','Paraglider','','','Y','Y'
'F','20052C','Paraglider','Lynx ML','','Y','Y'
'F','20053A','Paraglider','51574','','Y','Y'
'F','200747','ASW-28 18','G-CLLV','140','Y','Y'
'F','2007AC','','','','Y','N'
'F','201726','Paraglider','JoNi','','Y','Y'
'O','201947','A380','PK5','','Y','Y'
'O','202725','Unknown','','Tt2','Y','Y'
'O','202948','Tecnam  P2002 JF','PETRA41','P41','Y','Y'
'O','202C52','Cessna 152','','','Y','Y'
'O','202E5D','Tecnam  P2002 JF','HA-VOG','VOG','Y','Y'
'O','203725','Eurostar EV97','OKTUA33','','Y','Y'
'I','203D9B','Astir CS-77','G-DDSH','648','Y','Y'
'O','204412','Kestrel','OK-2912','XJ','Y','Y'
'O','204D5D','Other','JD1','JD1','Y','Y'
'O','20A808','Blanik','OK-6839','839','Y','Y'
'O','20BB09','Experimental','','101','Y','Y'
'O','20CA62','Cessna 152','HA-NTD','','Y','Y'
'O','20E97D','Blanik','OK-8205','','Y','Y'
'O','2106FA','Experimental','','','Y','Y'
'F','21098F','ASW-19','G-CHDV','J34','Y','Y'
'F','211D36','ASW-19','OK-0310','WT','Y','Y'
'O','211D4C','Nimbus 2','D-6824','DT','Y','Y'
'O','213012','ASW-20','LY-DOP','ZG','Y','Y'
'O','213456','UFO','CC-RPT1','RP1','Y','Y'
'O','213671','Paraglider','','','Y','Y'
'O','213675','SF-25','D-KAOO','KAO','Y','Y'
'O','213707','Cessna 172','OK-PLR','PLR','Y','Y'
'O','213724','Discus','GGP11','G11','Y','Y'
'O','213949','Paraglider','SZ-2060','060','Y','Y'
'F','213D11','DA20 Katana','DEFAV','DAV','Y','Y'
'I','213D1B','H36 Dimona','D-KDJA','JA','Y','Y'
'O','214567','UFO','CC-RPT2','RP2','Y','Y'
'O','214568','UFO','CC-RPT3','RP3','Y','Y'
'O','214D14','Unknown','HA-1010','H10','Y','Y'
'O','21534E','HangGlider','65-29','','Y','Y'
'O','216A24','Ground Station','viewAir','.eu','Y','Y'
'O','216E5D','Blanik','OK 4720','TF','Y','Y'
'O','219444','Towplane','OK-ZSF','ZSF','Y','Y'
'O','21A904','Motorplane','HANAG','HAG','Y','Y'
'F','21B5F4','Drone/UAV','RC-HB2','RC2','Y','Y'
'O','21BD1A','Paraglider','FSE-01','155','Y','Y'
'O','21D912','Ultralight','OKHUU44','HUU','Y','Y'
'F','21F6B7','Discus 2','D-5539','R2','Y','Y'
'O','220823','VSO-10','GGP12','G12','Y','Y'
'O','222051','PW-6','HA-5080','M8','Y','Y'
'F','222222','LAK-17 A','D-5957','','Y','Y'
'O','22244E','Bergfalke III','OK-5349','49','Y','Y'
'O','22314D','SZD-48-1 Jantar Std 2','SP-3195','AKR','Y','Y'
'O','223456','Ground Station','EC-RPT1','RP1','Y','Y'
'O','223623','VSO-10','GGP1','GP1','Y','Y'
'O','223639','A380','PK26','','Y','Y'
'O','223805','A380','PK28','','Y','Y'
'O','223865','Blanik','OK-2708','LC1','Y','Y'
'O','223954','VSO-10','OK 4528','J0','Y','Y'
'O','224122','Paraglider','SC243','067','Y','Y'
'O','22443F','Cessna 172','HA-SLK','SLK','Y','Y'
'O','224445','A380','PK24','','Y','Y'
'O','22494B','Drone/UAV','','DRN','Y','Y'
'O','224A1E','Parrot Bebop','Disco','','Y','Y'
'O','225157','UFO','CC-TR20','T20','Y','Y'
'O','225632','ASW-15','GGP13','G13','Y','Y'
'O','225730','Gyrocopter','HA-GYR','','Y','Y'
'O','225844','Ka-7','OK-9132','KA7','Y','Y'
'O','229E35','UFO','CC-TR10','T10','Y','Y'
'O','22B03B','LG-425 Sohaj','OK-0638','LG','Y','Y'
'O','22C20F','SZD-48 Jantar Std 2','LV-EIY','TA','Y','Y'
'O','22C537','Ka-6 e','OE-0741','','Y','Y'
'F','22D002','Ka-8','G-CGDB','GDB','Y','Y'
'O','22DD14','Astir Jeans','OK-0697','HVY','Y','Y'
'F','22FFFE','PZL-104 Wilga','D-EILB','LB','Y','Y'
'O','230251','Ground Station','Giano','','Y','Y'
'F','230560','Ventus 2','OH-908','KK','Y','Y'
'O','230843','Towplane','OK-KRD','KRD','Y','Y'
'F','231018','Ultralight','D-MBEJ','','Y','Y'
'O','231147','UFO','NAVIAIR','1','Y','Y'
'O','231519','UFO','NAVIAIR','2','Y','Y'
'O','231520','Blanik','OK-9722','L13','Y','Y'
'O','231546','LS-1 f','OK-1432','DP','Y','Y'
'O','23160E','','','','Y','N'
'O','232332','ASW-15','OK-8656','BE','Y','Y'
'O','232855','Ultralight','OKEUU47','ECH','Y','Y'
'O','232C64','ASW-15','LY-BEK','AD','Y','Y'
'O','233116','Nimbus 2','GGP14','G14','Y','Y'
'O','233440','Ground Station','viewAir','.eu','Y','Y'
'O','233846','Ka-7','PH-958','','Y','Y'
'O','234177','SF-25','HA-1206','H06','Y','Y'
'O','235328','DG-200','GGP15','G15','Y','Y'
'O','235541','EuroFox','HA-ELB','HLB','Y','Y'
'O','236E34','SZD-48 Jantar Std 2','LY-GPK','215','Y','Y'
'O','23AF50','SZD-55','LY-IAP','AP','Y','Y'
'O','23B117','Different Aircraft','FFVP08','F08','Y','Y'
'O','23B157','DV20 Katana','HA-JOC','','Y','Y'
'O','23BF09','SZD-41 Jantar Std','LY-GJU','JU','Y','Y'
'O','23BF30','SZD-41 Jantar Std','JU-GJU','JU','Y','Y'
'F','240516','Topaze','FCEED','ED','Y','Y'
'O','241128','Cirrus Std','GGP16','G16','Y','Y'
'O','243318','Unknown','LKKABKP','X','Y','Y'
'O','243C29','Ultralight','LKZN02','ZN2','Y','Y'
'F','243E4A','Valentin Taifun','HA-1214','214','Y','Y'
'F','243E77','Paraglider','Eagle','','Y','Y'
'O','243F24','WT9 Dynamic','','FIL','Y','Y'
'O','243F71','PIK-15 Hinu','OH-YHS','YHS','Y','Y'
'O','244031','A380','PK17','','Y','Y'
'O','244244','Paraglider','Gaffa','LK8','Y','Y'
'O','245913','ASW-15','OK-2029','BH','Y','Y'
'F','2466CF','Discus 2t','D-KJHL','IKB','Y','Y'
'O','2478B8','PIK-20 D','HA-4412','T7','Y','Y'
'O','247A64','Ka-7','HA-5056','056','Y','Y'
'O','247B04','Blanik','HA-5193','193','Y','Y'
'O','247C1C','SZD-41 Jantar Std','HA-4404','TL','Y','Y'
'O','247D14','Ka-8','HA-4021','021','Y','Y'
'O','247D3C','Ka-8','HA-4002','','Y','Y'
'O','247F40','Astir CS-77','HA-4452','ZM','Y','Y'
'F','24891C','Experimental','SoftRF','91C','Y','Y'
'O','248BC0','Eurostar EV97','OKEUR07','','Y','Y'
'F','248D54','Paraglider','H5grau','H5P','Y','Y'
'O','248E60','Unknown','Spare','BoZ','Y','Y'
'O','249677','Paraglider','J1G','','Y','Y'
'F','249E3C','Ultralight','','','Y','Y'
'O','24A45C','Unknown','D-MMUH','','Y','Y'
'F','24A48C','Paraglider','','PAT','Y','Y'
'O','24A538','','','','N','N'
'O','24A620','VSO-10','OM-3507','K7','Y','Y'
'O','24A6A8','SZD-51 Junior','AO1','AO1','Y','Y'
'O','24A6BC','SZD-9 Bocian','SP-2772','','Y','Y'
'F','24A72C','Paraglider','MJ','','Y','Y'
'F','24A744','SkyRanger','D-MHKF','','Y','Y'
'O','24A888','Cirrus Std','OM-5959','W','Y','Y'
'O','24A8B8','VSO-10','OK-9506','B4','Y','Y'
'O','24A8C0','SZD-50 Puchacz','SP-3396','','Y','Y'
'O','24A8F0','','','','N','N'
'O','24CA48','Unknown','HA-DLF','HLF','Y','Y'
'O','24D726','Different Aircraft','KSK','KSK','Y','Y'
'F','24E154','Grob G109','','','Y','Y'
'F','24E1C0','Zodiac CH601XL','','','Y','Y'
'O','24E21C','PW-6','SP-3881','PW6','Y','Y'
'O','24E224','SZD-9 Bocian','SP-3101','01','Y','Y'
'O','24E228','Cessna 182','SP-UTC','UTC','Y','Y'
'O','24E244','SZD-30 Pirat','SP-2881','L','Y','Y'
'O','24E248','Cessna 152','SP-REN','REN','Y','Y'
'O','24E258','Tecnam P2006T','SP-NXI','NXI','Y','Y'
'O','24E25C','SZD-9 Bocian','SP-3833','33','Y','Y'
'O','24E260','SZD-30 Pirat','SP-2725','F','Y','Y'
'O','24E274','Tecnam P2006T','SP-NXI','NXI','Y','Y'
'O','24E28C','SZD-9 Bocian','SP-3832','32','Y','Y'
'O','24E298','Tecnam P2006T','SP-ULC','ULC','Y','Y'
'O','24E29C','SZD-50 Puchacz','SP-3357','57','Y','Y'
'O','24E2A0','SZD-30 Pirat','SP-2835','PX','Y','Y'
'O','24E2A8','Tecnam P2006T','SP-ULC','ULC','Y','Y'
'O','24E2B0','Cessna 172','SP-FZX','FZX','Y','Y'
'O','24E2C4','Ground Station','LBDR','','Y','Y'
'O','24E390','SZD-50 Puchacz','SP-3364','64','Y','Y'
'O','25246A','','','','Y','N'
'O','25290E','UFO','CC-TR5','TR5','Y','Y'
'O','252C22','Ultralight','OKDUA05','A05','Y','Y'
'O','252F42','HangGlider','022','022','Y','Y'
'O','253252','Astir CS-77','GGP17','G17','Y','Y'
'O','25345D','Z-226 trener','OK-DRB','DRB','Y','Y'
'O','253A57','Ultralight','HANAF','HAF','Y','Y'
'O','253B4A','Blanik','OM-6802','02','Y','Y'
'O','25420F','Janus B','OK-2277','V1','Y','Y'
'O','254341','Astir Jeans','G-CFSH','FSH','Y','Y'
'O','254342','UFO','Test','TST','Y','Y'
'O','254813','Zlin 50','OK-WRK','WRK','Y','Y'
'O','255438','Cirrus Std','GGP18','G18','Y','Y'
'O','255929','Ventus 3T','OK-VEGA','VEG','Y','Y'
'O','25630B','Unknown','viewAir','.eu','Y','Y'
'F','2565F1','Mosquito','D-0385','sq','Y','Y'
'O','256730','Tecnam  P2002 JF','OKTUU61','','Y','Y'
'O','256858','Cessna 150','ASO2','NR2','Y','Y'
'O','256903','Unknown','','Tt3','Y','Y'
'O','256950','Discus','OK-5317','317','Y','Y'
'O','256D2A','VSO-10','OK-7528','57','Y','Y'
'O','256F06','Blanik','OK-5036','','Y','Y'
'O','25732C','Astir CS-77','HA-4205','M2','Y','Y'
'O','259A39','Z-226 trener','OM-MQC','MQC','Y','Y'
'O','259F2A','SZD-48-3 Jantar Std 3','LY-GBI','B','Y','Y'
'F','25A300','Ka-8','G-CJHK','JHK','Y','Y'
'F','25A304','Bellanca Citabria','OE-AOC','OC','Y','Y'
'O','25A348','Unknown','','me2','Y','Y'
'F','25A37C','Paraglider','H5blau','H5L','Y','Y'
'O','25A390','Blanik','Baca2','B2','Y','Y'
'O','25A430','UFO','CC-OM1','OM','Y','Y'
'O','25A440','Ultralight','MZ-001','001','Y','Y'
'F','25A444','Paraglider','OE-6558','','Y','Y'
'F','25A47C','ASK-21','G-CJKA','JKA','Y','Y'
'O','25A4A4','Bergfalke II','CC-K1Q','K1','Y','Y'
'F','25A4B8','ASK-13','G-CJWB','JWB','Y','Y'
'F','25A4F8','SZD-51 Junior','G-DHCR','HCR','Y','Y'
'O','25A520','Pilatus B4','CC-K4Q','K4','Y','Y'
'O','25A52C','Cessna 150','CC-LHC','HC','Y','Y'
'F','25A564','LAK-17 A','N171AK','4','Y','Y'
'O','25A634','UFO','U F O','uf1','Y','Y'
'O','25A680','ASK-14','CRZ_2','CRZ','Y','Y'
'F','25A684','Slingsby Skylark 4','BNM','BNM','Y','Y'
'O','25A700','Allegro 2000','OM-S231','LR','Y','Y'
'O','25A71C','Nimbus 2 C','G-DEEK','','Y','Y'
'F','25A82C','UFO','','AIM','Y','Y'
'F','25A854','ASK-13','G-CJMP','JMP','Y','Y'
'O','25A8C0','SF-27','OK-8168','68','Y','Y'
'F','25A958','SZD-48-3 Jantar Std 3','','PV','Y','Y'
'O','25A980','PIK-20 D','G-CJHB','537','Y','Y'
'O','25A9C8','','','','Y','N'
'F','25A9D4','SHK-1','G-CLSY','LSY','Y','Y'
'F','25A9DC','OldTimer','','AIM','Y','Y'
'F','25AA00','SZD-48-3 Jantar Std 3','','04','Y','Y'
'F','25AA14','Ultralight','D-MHKF','','Y','Y'
'O','25AB3C','Cessna 150','HA-SKE','HKE','Y','Y'
'O','25BA5F','Unknown','FC001','','Y','Y'
'O','25BC4C','A380','OMBEA','OEA','Y','Y'
'F','262772','Discus 2t','D-KJHL','IKB','Y','Y'
'O','262E14','VSO-10','OK 6510','22','Y','Y'
'O','263649','Unknown','AZM-2','','Y','Y'
'O','263651','UFO','D-MUFO','UF','Y','Y'
'O','26412F','EuroFox','2-073','VR','Y','Y'
'O','264E2C','Unknown','OK-8902','13B','Y','Y'
'O','265341','UFO','CC-TR26','T26','Y','Y'
