#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'F','DDE3D7','Nimbus 2 C','F-CEDH','N10','Y','Y'
'F','DDE3DB','DG-300','PH-752','MT','Y','Y'
'F','DDE3E0','Astir Jeans','OE5740','WV','Y','Y'
'F','DDE3E1','SZD-48-1 Jantar Std 2','HA-4361','JI','Y','Y'
'F','DDE3E2','SZD-48-1 Jantar Std 2','HA-4514','MA','Y','Y'
'F','DDE3E3','Speed Astir II','EC-ESY','3G','Y','Y'
'F','DDE3E5','DG-600','D-KILM','JP','Y','Y'
'F','DDE3E6','Blanik','CC-ASW','SW','Y','Y'
'F','DDE3E7','SZD-51 Junior','G-CFFY','FFY','Y','Y'
'F','DDE3E8','ASK-21','G-CGBB','GBB','Y','Y'
'F','DDE3E9','Discus','G-CFOY','785','Y','Y'
'F','DDE3EA','LS-3','OY-XKP','X5','Y','Y'
'F','DDE3EB','Twin Astir II','G-CJLZ','21','Y','Y'
'F','DDE3EC','Pegase','F-CHGX','S8','Y','Y'
'F','DDE3ED','DG-300','G-DHCU','78','Y','Y'
'F','DDE3EE','Janus A','D-6272','J08','Y','Y'
'F','DDE3EF','DG-200','D6221','SC','Y','Y'
'F','DDE3F0','SZD-48-3 Jantar Std 3','EC-FHP','HP','Y','Y'
'F','DDE3F1','Astir CS-77','EC-HCI','77','Y','Y'
'F','DDE3F2','LS-1 d','EC-FCD','L08','Y','Y'
'F','DDE3F3','Twin Astir I','EC-LJU','94','Y','Y'
'F','DDE3F4','Discus','G-CHLS','V5','Y','Y'
'F','DDE3F5','LS-4','','279','Y','Y'
'F','DDE3F6','Discus','G-RGTS','T5','Y','Y'
'F','DDE3F8','ASW-20','G-DDXB','81','Y','Y'
'F','DDE3F9','LAK-17 AT','G-CKHE','X17','Y','Y'
'F','DDE3FB','Pegase','G-CFNM','FNM','Y','Y'
'F','DDE3FC','PIK-20 B','HA-4529','W1','Y','Y'
'F','DDE3FD','ASW-19','G-DHER','','Y','Y'
'F','DDE3FF','Rutan VariEze','D-EEEZ','','Y','Y'
'F','DDE400','OldTimer','BDM','BDM','Y','Y'
'F','DDE404','SZD-48-3 Jantar Std 3','OK-4424','IX','Y','Y'
'F','DDE407','PA-28','G-BNRP','','Y','Y'
'F','DDE40B','Discus 2t','D-KPJC','XK','Y','Y'
'F','DDE40C','Ka-8','D-6348','','Y','Y'
'F','DDE40D','DG-300','G-CFNS','FNS','Y','Y'
'F','DDE40E','ASK-13','G-CFVU','FVU','Y','Y'
'F','DDE40F','DG-100','D-3320','LW','Y','Y'
'F','DDE410','Pegase','','118','Y','Y'
'F','DDE411','ASW-20','G-DEFE','586','Y','Y'
'F','DDE412','Astir CS','G-CHTR','','Y','Y'
'F','DDE413','ASW-24','G-CGDT','T54','Y','Y'
'F','DDE414','SZD-30 Pirat','G-DEOB','EOB','Y','Y'
'F','DDE415','DG-300','G-CHVM','393','Y','Y'
'F','DDE416','Twin Astir I','VH-RBG','RBG','Y','Y'
'F','DDE41C','Kestrel','I-KICO','12','Y','Y'
'F','DDE41E','Ventus c','D-1668','CS','Y','Y'
'F','DDE420','Duo Discus xlt','G-CIKB','DD3','Y','Y'
'F','DDE421','Duo Discus','EC-LJO','T1','Y','Y'
'O','DDE423','Ventus 2','VH-UKD','67','Y','Y'
'F','DDE425','Pegase','SP-3927','AJ','Y','Y'
'F','DDE428','PA-25 Pawnee','VH-KLG','','Y','Y'
'F','DDE42A','SZD-48-1 Jantar Std 2','D-4085','F','Y','Y'
'F','DDE42B','Ventus','VH-ITB','TB','Y','Y'
'F','DDE42C','ASK-21','F-CKAJ','AJ','Y','Y'
'F','DDE42E','Blanik','CC-KWK','WK','Y','Y'
'F','DDE42F','Blanik','CC-AMW','MW','Y','Y'
'F','DDE433','Grob G109','FFO','FFO','Y','Y'
'F','DDE434','SZD-51 Junior','G-CFUS','FUS','Y','Y'
'F','DDE436','LS-1 f','D-2261','CH','Y','Y'
'F','DDE439','ASG-29','OH-988','EZ','Y','Y'
'F','DDE43A','Jodel D140','F-SDXZ','XZ','Y','Y'
'F','DDE43D','Jodel D140','F-UGBG','BG','Y','Y'
'F','DDE43F','','','','N','N'
'F','DDE440','Nimbus 3','OK-3531','HS','Y','Y'
'F','DDE442','ASK-23','LGCM2','LM2','Y','Y'
'F','DDE445','Cessna 152','G-BSCZ','','Y','Y'
'F','DDE446','ASK-23','','JW','Y','Y'
'F','DDE44A','Jodel D140','F-UMDA','DA','Y','Y'
'F','DDE44B','Ultralight','F-ZR','ZR','Y','Y'
'F','DDE44C','DG-505','EC-LVF','2L','Y','Y'
'F','DDE44F','Pegase','GCFRR','495','Y','Y'
'F','DDE451','Other','GRAL_22','G22','Y','Y'
'F','DDE453','SZD-51 Junior','OH-752','KN','Y','Y'
'F','DDE454','TST-10','F-JJQE','QE','Y','Y'
'F','DDE458','MS-893 Commodore','F-BOTB','','Y','Y'
'F','DDE45A','Duo Discus xt','C81DF8','XT','Y','Y'
'F','DDE45D','DG-500','EC-LXD','1L','Y','Y'
'F','DDE460','ASW-20','G-CFHD','196','Y','Y'
'F','DDE462','Cirrus Std','F-CKIF','C12','Y','Y'
'F','DDE466','ASK-21','OH-924','924','Y','Y'
'F','DDE468','DG-300','G-CFUJ','FUJ','Y','Y'
'F','DDE469','Cirrus Std','G-CHWF','2ZC','Y','Y'
'F','DDE46C','SZD-48-3 Jantar Std 3','AKI_3','AK3','Y','Y'
'F','DDE46D','SZD-48-3 Jantar Std 3','AKI_2','AK2','Y','Y'
'F','DDE46E','SZD-48-3 Jantar Std 3','AKI_1','AK1','Y','Y'
'F','DDE46F','DG-200','D-2573','AL','Y','Y'
'F','DDE470','Astir Jeans','G-DELN','ELN','Y','Y'
'F','DDE471','Ka-8','G-DESJ','ESJ','Y','Y'
'F','DDE472','ASK-21','G-CKGX','KGX','Y','Y'
'F','DDE474','Ka-8','G-CJGD','JGD','Y','Y'
'F','DDE475','Hornet','D-2877','B','Y','Y'
'F','DDE476','ASK-13','G-CJLO','JLO','Y','Y'
'F','DDE477','Nimbus 2','G-DEAM','AM','Y','Y'
'F','DDE478','Ka-8','G-EETH','ETH','Y','Y'
'F','DDE479','SZD-50 Puchacz','G-CFXO','FXO','Y','Y'
'F','DDE47A','Cirrus Std','G-DCOY','T7','Y','Y'
'F','DDE47B','ASK-13','G-CJZE','JZE','Y','Y'
'F','DDE47C','Astir CS-77','G-DDSU','DSU','Y','Y'
'F','DDE47D','Ka-8','D-1121','','Y','Y'
'F','DDE480','Cirrus Std','F-CEFF','C11','Y','Y'
'F','DDE481','ASG-32 MI','OH-1021','2A','Y','Y'
'F','DDE483','SZD-50 Puchacz','G-CFWT','FWT','Y','Y'
'F','DDE484','ASK-21','G-CLZB','LZB','Y','Y'
'F','DDE485','DG-100','gcffu','','Y','Y'
'F','DDE486','ASK-21','G-CKKP','BF1','Y','Y'
'F','DDE487','Mosquito','G-DEDJ','EDJ','Y','Y'
'F','DDE489','SZD-42 Jantar 2/2b','SP-2586','25','Y','Y'
'F','DDE48A','Janus Ce','D-2520','K5','Y','Y'
'F','DDE48B','SZD-48-3 Jantar Std 3','EC-FHP','17','Y','Y'
'F','DDE48E','ASW-19','G-DERR','ERR','Y','Y'
'F','DDE48F','ASK-21','G-DJAD','JAD','Y','Y'
'F','DDE492','ASW-20','G-DDYE','828','Y','Y'
'F','DDE493','Libelle Std','G-DCMR','LL','Y','Y'
'F','DDE494','LS-4','OY-MXS','M1','Y','Y'
'F','DDE495','Discus t','G-GRSR','SR','Y','Y'
'F','DDE498','Ventus','ZS-GNM','ID','Y','Y'
'F','DDE499','Ka-6 e','D-0195','95','Y','Y'
'F','DDE49D','ASK-21','VH-GCI','GCI','Y','Y'
'F','DDE49E','Duo Discus','OY-RMX','MX','Y','Y'
'F','DDE49F','Glasflugel 304','OH-642','PS','Y','Y'
'F','DDE4A0','SB-5 b','D-0194','94','Y','Y'
'F','DDE4A2','SZD-51 Junior','SP-3474','TJ','Y','Y'
'F','DDE4A3','Janus C','OH-719','PL','Y','Y'
'F','DDE4A4','ASW-17','EC-CKT','','Y','Y'
'F','DDE4A6','LS-8 18','OH-895','NA','Y','Y'
'F','DDE4A7','Astir CS-77','G-EEVL','SA1','Y','Y'
'F','DDE4A8','Twin Astir II','EC-HRI','','Y','Y'
'F','DDE4A9','Cirrus Std','EC-FJY','','Y','Y'
'F','DDE4AA','ASW-20','D-4326','PY','Y','Y'
'F','DDE4AB','LS-4','EC-MFQ','AE','Y','Y'
'F','DDE4AD','Motorplane','EGWN8','WN8','Y','Y'
'F','DDE4AE','Twin Astir II','SENASA1','VV','Y','Y'
'F','DDE4AF','Different Aircraft','EGWN1','','Y','Y'
'F','DDE4B3','DG-100','OK-3818','M','Y','Y'
'F','DDE4B4','Ka-8','OH-365','K8','Y','Y'
'F','DDE4B5','Ventus','STOLEN','sto','Y','Y'
'F','DDE4B6','Sinus','HA-TAU','','Y','Y'
'F','DDE4BB','Different Aircraft','EGWN2','','Y','Y'
'F','DDE4BC','Different Aircraft','EGWN3','','Y','Y'
'F','DDE4BD','Motorplane','EGWN7','WN7','Y','Y'
'F','DDE4BE','Different Aircraft','','Sec','Y','Y'
'F','DDE4BF','Duo Discus','D 1377','LD','Y','Y'
'F','DDE4C0','SF-25','D-KACF','CF','Y','Y'
'F','DDE4C2','Cirrus','G-DCLO','BD','Y','Y'
'F','DDE4C3','ASW-19','G-CHLM','819','Y','Y'
'F','DDE4C5','A380','G-CJPY','R59','Y','Y'
'F','DDE4C6','Glasflugel H301','G-CHLK','HLK','Y','Y'
'F','DDE4C7','LS-4','G-CHPL','HPL','Y','Y'
'F','DDE4C8','Mini Nimbus','G-EEBF','EBF','Y','Y'
'F','DDE4C9','DG-1000 T','G-RIEF','EF','Y','Y'
'F','DDE4CA','Pegase','G-CFRV','','Y','Y'
'F','DDE4CB','ASK-21','G-CJOX','JOX','Y','Y'
'F','DDE4CC','LS-6','G-DHET','335','Y','Y'
'F','DDE4CD','Astir CS-77','G-CHOT','HOT','Y','Y'
'F','DDE4CE','LS-7','G-CFTV','944','Y','Y'
'F','DDE4CF','ASK-13','G-CJRX','R41','Y','Y'
'F','DDE4D0','ASK-21','G-CHLP','HLP','Y','Y'
'F','DDE4D2','ASK-13','G-CFSD','FSD','Y','Y'
'F','DDE4D3','DG-100','G-CFYU','DG','Y','Y'
'F','DDE4D4','Astir CS','G-CGCL','GCL','Y','Y'
'F','DDE4D7','LS-7','G-CFYK','7R','Y','Y'
'F','DDE4D8','ASW-27','G-CJVM','GP','Y','Y'
'F','DDE4D9','IS-28B2','G-DDZR','DZR','Y','Y'
'F','DDE4DA','LS-8 18','D-4119','1D','Y','Y'
'F','DDE4DC','ASK-21','OH-557','557','Y','Y'
'F','DDE4DE','Twin Astir II','D-5140','L1','Y','Y'
'F','DDE4E1','Twin Astir II','VH-IUR','IUR','Y','Y'
'F','DDE4EA','Libelle Std','OH-417','72','Y','Y'
'F','DDE4EB','Different Aircraft','EGWN4','','Y','Y'
'F','DDE4EC','Different Aircraft','EGWN5','','Y','Y'
'F','DDE4EE','A380','','','Y','Y'
'F','DDE4EF','SZD-50 Puchacz','ANT1','','Y','Y'
'F','DDE4F0','Different Aircraft','EGWN6','','Y','Y'
'F','DDE4F1','SZD-30 Pirat','HA-4383','5V','Y','Y'
'F','DDE4F4','Astir CS-77','G-CHXB','','Y','Y'
'F','DDE4F5','Duo Discus','G-CKGF','233','Y','Y'
'F','DDE4F7','Cessna 172','HA-SLF','SLF','Y','Y'
'F','DDE4F9','Ka-7','D-7199','','Y','Y'
'F','DDE4FA','Rubik R-26 Gobe','HA-5550','R26','Y','Y'
'F','DDE592','DG-800','F-CJPI','TI','Y','Y'
'F','DDE595','LS-6','AKAMUC6','22','Y','Y'
'F','DDE596','Duo Discus xl','F-CIVB','VB','Y','Y'
'F','DDE59B','LS-7','SE-UVK','VK','Y','Y'
'F','DDE5A1','HK36 Super Dimona','D-KGAC','','Y','Y'
'F','DDE5A2','MS-893 Commodore','SE-GTP','','Y','Y'
'F','DDE5A4','Rallye 180T-D','F-BTPD','','Y','Y'
'F','DDE5A5','PA-28','SE-KOR','KOR','Y','Y'
'F','DDE5A9','Nimbus 2','OK 6306','MT','Y','Y'
'F','DDE5AC','Grob G109','G-KEMC','','Y','Y'
'F','DDE5AD','Motorplane','SE-KVY','82','Y','Y'
'F','DDE5AE','ASW-20','SE-UUO','AS','Y','Y'
'F','DDE5B0','PA-25 Pawnee','SE-ITY','ITY','Y','Y'
'F','DDE5B3','DG-400','OYXPD','PD','Y','Y'
'F','DDE5B5','Taurus','F-JXZN','EZN','Y','Y'
'F','DDE5B7','HK36 Super Dimona','F-CHQG','','Y','Y'
'F','DDE5B9','Twin Astir III','SE-UHT','HT','Y','Y'
'F','DDE5BB','RF 4','SE-XSK','XSK','Y','Y'
'F','DDE5BC','Piper J-3 Cub','SE-AUE','AUE','Y','Y'
'F','DDE5BF','SZD-50 Puchacz','SE-TXP','XP','Y','Y'
'F','DDE5C7','SF-25','SE-TUU','','Y','Y'
'F','DDE5CB','ASK-21','SE-UFY','FY','Y','Y'
'F','DDE5CC','UFO','SE-TUY','TUY','Y','Y'
'F','DDE5CD','PA-25 Pawnee','SE-KLB','KLB','Y','Y'
'F','DDE5D2','HK36 Super Dimona','SE-UDL','','Y','Y'
'F','DDE5D3','DG-100','SE-TYL','','Y','Y'
'F','DDE5D4','LS-6 18','SE-UIZ','IZ','Y','Y'
'F','DDE5D5','LS-4','SE-UEV','EV','Y','Y'
'F','DDE5D9','PA-25 Pawnee','OH-PDW','PDW','Y','Y'
'F','DDE5DB','Cessna 172','SE-KHY','','Y','Y'
'F','DDE5DC','MS-893 Commodore','SE-LRH','','Y','Y'
'F','DDE5E2','Pegase','OH-676','W2','Y','Y'
'F','DDE5E3','ASK-21','SE-UER','ER','Y','Y'
'F','DDE5E5','SF-25','ZS-GZF','','Y','Y'
'F','DDE5E6','SF-25','ZS-GZF','','Y','Y'
'F','DDE5EC','SF-25','SE-UCP','UCP','Y','Y'
'F','DDE5ED','ASW-27','G-CKDS','172','Y','Y'
'F','DDE5F2','Unknown','SE-MFH','','Y','Y'
'F','DDE5F3','Pilatus B4','SE-TPV','','Y','Y'
'F','DDE5F5','ASK-21','F-CBMV','MV','Y','Y'
'F','DDE5F6','ASW-20','','QT','Y','Y'
'F','DDE5F8','Discus','SE-UEY','EY','Y','Y'
'F','DDE5F9','SF-25','SE-UDU','DU','Y','Y'
'F','DDE5FC','DG-1000','G-CKFN','DS2','Y','Y'
'F','DDE600','ASK-21','OH-677','PUN','Y','Y'
'F','DDE604','SZD-51 Junior','OH-750','50','Y','Y'
'F','DDE605','ASK-21','SE-TZY','ZY','Y','Y'
'F','DDE608','Bergfalke III','EC-MFZ','FZ','Y','Y'
'F','DDE609','SF-25','SE-UAV','UAV','Y','Y'
'F','DDE60A','Eurostar EV97','SE-VKS','VKS','Y','Y'
'F','DDE60B','Pilatus B4','SE-TVL','44','Y','Y'
'F','DDE60C','Unknown','G-MVEN','','Y','Y'
'F','DDE60D','LS-4','','Z12','Y','Y'
'F','DDE60E','Duo Discus t','G-HKAA','570','Y','Y'
'F','DDE611','ASK-21','OH-768','TNU','Y','Y'
'F','DDE61F','WT9 Dynamic','XY','XY','Y','Y'
'F','DDE623','PA-18 Super Cub','G-ATRG','','Y','Y'
'F','DDE62C','Crystal','F-CHSG','','Y','Y'
'F','DDE62E','Pilatus B4','PH-514','','Y','Y'
'F','DDE62F','SF-25','F-CARD','RD','Y','Y'
'F','DDE630','Taurus','F-JAVD','VD','Y','Y'
'F','DDE636','DG-600','D-KBLL','JV','Y','Y'
'F','DDE63B','Gyrocopter','D-MGFT','','Y','Y'
'F','DDE63C','ArrowCopter','D-MVLH','LH','Y','Y'
'F','DDE63E','Lambada','F-JJVB','','Y','Y'
'F','DDE640','AK-2R','F-PARJ','RJ','Y','Y'
'F','DDE643','SF-28','F-CEYE','','Y','Y'
'F','DDE648','LS-6','OY-XNR','X4','Y','Y'
'F','DDE649','MS-894 Minerva','EC-HRF','CD','Y','Y'
'F','DDE64A','SF-28','OY-XCV','H6','Y','Y'
'F','DDE64C','MS-892 Commodore','F-BSDL','','Y','Y'
'F','DDE64E','ASK-21','G-DECZ','316','Y','Y'
'F','DDE650','SF-28','F-CFJB','EJB','Y','Y'
'F','DDE655','DG-400','F-CFVC','VC','Y','Y'
'F','DDE65A','Pegase','F-CHFP','486','Y','Y'
'F','DDE65B','ASW-19','G-CJUZ','M80','Y','Y'
'F','DDE65D','Astir CS','F-CEXK','XK','Y','Y'
'F','DDE65F','Pegase','F-CGSN','B31','Y','Y'
'F','DDE660','ASW-20','F-CFFT','','Y','Y'
'F','DDE661','Ka-8','F-CHME','ME','Y','Y'
'F','DDE662','SF-28','F-CEYY','','Y','Y'
'F','DDE664','WA30 Bijave','F-CCRN','NAP','Y','Y'
'F','DDE665','ASW-20','F-CFLH','','Y','Y'
'F','DDE666','Sensation','F-JRBG','','Y','Y'
'F','DDE667','Ka-8','F-CPQE','tin','Y','Y'
'F','DDE669','SF-34','F-CIHM','HM','Y','Y'
'F','DDE66B','MS-893 Commodore','OH-SEW','SEW','Y','Y'
'F','DDE66C','Twin Astir II','F-CFBB','','Y','Y'
'F','DDE66D','Diamant','F-PHIL','B.G','Y','Y'
'F','DDE66E','Ka-8','F-CPQB','QB','Y','Y'
'F','DDE66F','Marianne','F-CGMU','MU','Y','Y'
'F','DDE672','DG-1000 T','G-CKND','KND','Y','Y'
'F','DDE676','Other','F-CCUM','','Y','Y'
'F','DDE677','WT9 Dynamic','F-JUQM','QM','Y','Y'
'F','DDE678','Ikarus C42 C','F-JVIO','','Y','Y'
'F','DDE679','SZD-59 Acro','G-SZDA','DA','Y','Y'
'F','DDE67A','Astir CS','F-CEXL','R12','Y','Y'
'F','DDE67C','Ikarus C42 C','F-JVMI','','Y','Y'
'F','DDE67D','Twin Astir II','ZE529','VR','Y','Y'
'F','DDE68B','Janus CM','G-BXJS','','Y','Y'
'O','DDE68D','ASW-20','VH-GYM','GYM','Y','Y'
'F','DDE68E','Towplane','G-CHUP','UP','Y','Y'
'F','DDE68F','Twin Astir II','ZE632','XW','Y','Y'
'F','DDE690','Twin Astir II','ZE605','XE','Y','Y'
'F','DDE692','Twin Astir II','ZE614','XN','Y','Y'
'F','DDE693','Twin Astir II','ZE630','XU','Y','Y'
'F','DDE694','Twin Astir II','ZE626','XQ','Y','Y'
'F','DDE695','Twin Astir II','ZE678','YN','Y','Y'
'F','DDE697','Twin Astir II','ZE590','WT','Y','Y'
'F','DDE698','Twin Astir II','ZE496','VB','Y','Y'
'F','DDE699','Twin Astir II','ZE602','XB','Y','Y'
'F','DDE69E','Twin Astir II','ZE502','VF','Y','Y'
'F','DDE6A3','Twin Astir II','ZE682','YS','Y','Y'
'F','DDE6A5','Twin Astir II','ZE495','VA','Y','Y'
'F','DDE6A7','Twin Astir II','ZE521','VK','Y','Y'
'F','DDE6A8','Twin Astir II','ZE636','XZ','Y','Y'
'F','DDE6A9','Twin Astir II','ZE584','WP','Y','Y'
'F','DDE6AC','Twin Astir II','ZE628','XS','Y','Y'
'F','DDE6AF','Twin Astir II','ZE528','VQ','Y','Y'
'F','DDE6B0','Twin Astir II','ZE521','VK','Y','Y'
'F','DDE6B6','Twin Astir II','ZE586','WR','Y','Y'
'F','DDE6B7','Twin Astir II','ZE609','XJ','Y','Y'
'F','DDE6C0','Twin Astir II','ZE685','YV','Y','Y'
'F','DDE6C2','Twin Astir II','ZE685','YV','Y','Y'
'F','DDE6C6','Twin Astir II','ZE601','XA','Y','Y'
'F','DDE6CB','Twin Astir II','ZE594','WX','Y','Y'
'F','DDE6CC','Twin Astir II','ZE625','XP','Y','Y'
'F','DDE6CF','Twin Astir II','ZE631','XV','Y','Y'
'F','DDE6D0','Twin Astir II','ZE587','WS','Y','Y'
'F','DDE6D3','Twin Astir II','ZE637','YA','Y','Y'
'F','DDE6D4','Twin Astir II','ZE560','WH','Y','Y'
'F','DDE6D5','Twin Astir II','ZE527','VP','Y','Y'
'F','DDE6D6','Twin Astir II','ZE632','XW','Y','Y'
'F','DDE6D8','Twin Astir II','ZE590','WT','Y','Y'
'F','DDE6D9','Twin Astir II','ZE522','VL','Y','Y'
'F','DDE6DB','Twin Astir II','ZE499','VD','Y','Y'
'F','DDE6DF','Twin Astir II','ZE559','WG','Y','Y'
'F','DDE6E0','Twin Astir II','ZE553','WA','Y','Y'
'F','DDE6E2','Twin Astir II','ZE532','VU','Y','Y'
'F','DDE6E4','Twin Astir II','ZE653','YE','Y','Y'
'F','DDE6E5','Twin Astir II','ZE555','WC','Y','Y'
'F','DDE6EB','Taurus','S5-PIB','PIB','Y','Y'
'F','DDE6EC','ASW-28 18','G-CKGV','','Y','Y'
'F','DDE6F1','DG-500','OH-1015','015','Y','Y'
'F','DDE6F2','Other','','','Y','Y'
'F','DDE6F4','PA-18 Super Cub','ZS-EGI','','Y','Y'
'F','DDE6F8','Astir CS-77','G-DDSH','648','Y','Y'
'F','DDE6FB','WT9 Dynamic','F-JUWW','WW','Y','Y'
'F','DDE704','Astir Jeans','','130','Y','Y'
'F','DDE70C','Motorplane','Smelak','TW1','Y','Y'
'F','DDE70E','Capstan','BPS','','Y','Y'
'F','DDE711','Ka-6 e','G-DEKC','EKC','Y','Y'
'F','DDE71D','PA-25 Pawnee','Pawnee','TW2','Y','Y'
'F','DDE720','PA-25 Pawnee','SE-IVM','VM','Y','Y'
'F','DDE723','SZD-48-3 Jantar Std 3','HA-4459','33','Y','Y'
'F','DDE724','ASK-13','D-9652','52','Y','Y'
'F','DDE726','DR-400','D-EISH','SH','Y','Y'
'F','DDE727','Astir CS-77','D-9649','77','Y','Y'
'F','DDE728','PA-25 Pawnee','EC-BOG','OG','Y','Y'
'F','DDE729','SZD-51 Junior','OE-5599','','Y','Y'
'F','DDE72A','PA-25 Pawnee','VH-FOO','FOO','Y','Y'
'F','DDE797','LS-4','D-2850','TM','Y','Y'
'F','DDE799','ASK-13','D-7664','','Y','Y'
'F','DDE79E','ASW-24','D-2485','BT','Y','Y'
'F','DDE79F','Twin Astir II','EC-DPE','PE','Y','Y'
'F','DDE7A1','SZD-48-1 Jantar Std 2','HA-4402','37','Y','Y'
'F','DDE7AA','Std. Astir II','D-8244','D7','Y','Y'
'F','DDE7B3','Apis 2','D-MLPF','','Y','Y'
'F','DDE7B6','Duo Discus t','D-KFFO','SD','Y','Y'
'F','DDE7B8','LS-7','D-8181','YC','Y','Y'
'F','DDE7BB','Astir CS','OE-5084','','Y','Y'
'F','DDE7BC','Astir CS','OE-5151','','Y','Y'
'F','DDE7CC','Twin Astir I','F-CFBZ','T25','Y','Y'
'F','DDE7CD','Discus','D-6204','D04','Y','Y'
'F','DDE7CE','ASK-21','F-CVNE','NE','Y','Y'
'F','DDE7CF','Astir CS','D-7446','','Y','Y'
'F','DDE7D0','PA-17 Piper','D-ELTI','','Y','Y'
'F','DDE7D1','Astir CS','EC-JER','AH','Y','Y'
'F','DDE7D3','Ventus','G-KHCC','LM','Y','Y'
'F','DDE7D6','SZD-48 Jantar Std 2','SP-3753','L','Y','Y'
'F','DDE7DD','PW-5','F-CICA','CA','Y','Y'
'F','DDE7DE','PA-18 Super Cub','HB-ORT','ORT','Y','Y'
'F','DDE7DF','Towplane','HB-KIQ','KIQ','Y','Y'
'F','DDE7E0','Astir Jeans','F-CFMU','102','Y','Y'
'F','DDE7E5','ASK-13','F-CPSX','SX','Y','Y'
'F','DDE7E6','Ka-8','F-CEJI','JI','Y','Y'
'I','DDE7E7','Duo Discus','F-CJFM','572','Y','Y'
'F','DDE7E8','Nimbus 2','HA-4033','KGY','Y','Y'
'F','DDE7EA','Ka-8','F-CPLM','','Y','Y'
'F','DDE7EB','Marianne','F-CGVO','','Y','Y'
'F','DDE7ED','Taurus','F-JXXL','XXL','Y','Y'
'F','DDE7EF','Unknown','Y-CLUB','PHL','Y','Y'
'F','DDE7F2','Mistral C','D-4951','AMH','Y','Y'
'F','DDE7F5','Motorglider','F-JXKJ','KJ','Y','Y'
'F','DDE7F6','Pegase','G-CFRP','','Y','Y'
'F','DDE7F8','Bergfalke III','d-1164','','Y','Y'
'F','DDE7FC','Pegase','F-CHFA','SD','Y','Y'
'F','DDE7FD','MS-893 Commodore','F-BSKP','','Y','Y'
'F','DDE7FE','Antares 20 E','D-KGVP','VP','Y','Y'
'F','DDE800','JS-1 C21','F-CIIJ','GM','Y','Y'
'F','DDE801','Libelle Std','D-6944','W','Y','Y'
'F','DDE803','ASK-21','OH-817','817','Y','Y'
'F','DDE805','HK36 Super Dimona','OE-9482','','Y','Y'
'F','DDE806','ASK-13','D-3438','38','Y','Y'
'F','DDE808','ASK-23','PH-767','EA','Y','Y'
'F','DDE80A','DG-500','D-6973','DG','Y','Y'
'F','DDE80C','LAK-17 AT','D-KARO','JO','Y','Y'
'F','DDE80D','DG-100','OE-5387','HB','Y','Y'
'F','DDE80E','SHK-1','G-CFJZ','FJZ','Y','Y'
'F','DDE811','SF-25','G-KIAA','AA','Y','Y'
'F','DDE812','ASK-21','TF-SAC','','Y','Y'
'F','DDE814','ASH-25','OY-HJX','HJ','Y','Y'
'F','DDE815','Mosquito','D-2560','Ma','Y','Y'
'F','DDE817','SZD-48-1 Jantar Std 2','HA-4488','16','Y','Y'
'F','DDE818','LS-3','D-0083','CH','Y','Y'
'F','DDE81B','SZD-42 Jantar 2/2b','EC-DOU','VA','Y','Y'
'F','DDE81F','Banjo MH','OKVUA07','JS','Y','Y'
'F','DDE820','Sensation','F-JBFE','FE','Y','Y'
'F','DDE821','LAK-17B FES','F-CMCM','50','Y','Y'
'F','DDE828','Unknown','K-ACHT','UT','Y','Y'
'F','DDE829','SZD-42 Jantar 2/2b','SP-3372','ZO','Y','Y'
'F','DDE82A','A60 Fauconnet','F-CCQK','QK','Y','Y'
'F','DDE82B','Astir CS','G-DDJD','DJD','Y','Y'
'F','DDE82C','Other','','','Y','Y'
'F','DDE82D','LS-3','D-3545','45','Y','Y'
'F','DDE82E','Other','','','Y','Y'
'F','DDE830','ASW-20','D-3155','3HT','Y','Y'
'F','DDE831','LS-4','HB-1574','M6','Y','Y'
'F','DDE832','JS-1 C18 Evo','zs-gfx','RZ','Y','Y'
'F','DDE833','JS-1 C18 Evo','','HAB','Y','Y'
'F','DDE834','Janus C','D-3519','GR','Y','Y'
'F','DDE835','Other','','','Y','Y'
'F','DDE838','Ventus ct','ZK-GSW','SW','Y','Y'
'F','DDE84F','Twin Astir II','F-CACC','T73','Y','Y'
'F','DDE979','ASW-20','D-7542','9Y','Y','Y'
'F','DDE97C','DG-808 C','D-KCLL','LL','Y','Y'
'F','DDE97D','Discus 2cT','G-EJIM','T18','Y','Y'
'F','DDE97E','Silent 2 Targa','HB5515','','Y','Y'
'F','DDE981','ASG-29','D-2729','V','Y','Y'
'F','DDE982','Ventus 2cxM','SE-SKY','SKY','Y','Y'
'F','DDE984','Silent 2 Targa','FJvtv','TV','Y','Y'
'F','DDE985','Arcus M','D-KGKK','21','Y','Y'
'F','DDE988','LAK-17 A','ZS-GXR','X','Y','Y'
'F','DDE989','ASW-27','','P10','Y','Y'
'F','DDE98F','Discus 2cT','D-KSAC','Ac1','Y','Y'
'F','DDE994','Ventus 2cxT','D-KPYB','F2','Y','Y'
'F','DDE997','LS-4','D-1603','CB','Y','Y'
'F','DDE99E','Discus 2','D-1180','AB','Y','Y'
'F','DDE99F','ASG-29E','HB-2463','mr','Y','Y'
'F','DDE9A1','Ventus 2cxT','D-KMIX','IX','Y','Y'
